image_path,binary_label,crop_source_label,negative_subcategory,source_id,source_name,sha256,original_source_url,creator_author,license,license_url,download_date,split
D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\4477a30e-5e5a-4de5-a405-f5e1ce9a0e36___YLCV_NREC 2795.JPG,1,Tomato,leaf,SRC-IN-TOMATO,Internal Tomato In-Domain Training Split,11118eb0c40d1e622ff55177b339acc75d5a0a2493f05c0bfbaf7e9a2cba8b22,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\4477a30e-5e5a-4de5-a405-f5e1ce9a0e36___YLCV_NREC 2795.JPG,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\grape_2024\leaf blight\leaf blight181.jpg,1,Grape,leaf,SRC-IN-GRAPE,Internal Grape In-Domain Training Split,93a3782f28e9cd7e01e4799de051a5484306fd7df2aaee786be54a3ed4f21dec,D:\CropDiseaseProject\grape_2024\leaf blight\leaf blight181.jpg,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\data\non_leaf_negatives\soil_ground\SRC-04_soil_ground_7bd8575ee5f6.jpg,0,non_leaf,soil_ground,SRC-04,Kaggle Soil Types,7bd8575ee5f65a28184fcfb887cc9507d40a5613fd7e5038b8c0b95d1007fbe9,https://raw.githubusercontent.com/Shushanth101/Soil-Types-Dataset/main/train/Clay_soil/4492260735.jpeg,Shushanth (Clay Soil),CC0 / Public Domain,https://creativecommons.org/publicdomain/zero/1.0/,2026-09-23,val
D:\CropDiseaseProject\sugarcane_large\Diseases\Brown Spot\image1175.jpg,1,Sugarcane,leaf,SRC-IN-SUGARCANE,Internal Sugarcane In-Domain Training Split,dd1375da7cd77ce2aac25f6eed1231e60e5f0169d638f287e7143c91db0a6f5b,D:\CropDiseaseProject\sugarcane_large\Diseases\Brown Spot\image1175.jpg,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\data\non_leaf_negatives\human_hands_apparel\SRC-02_human_hands_apparel_bb0d3ad53016.jpg,0,non_leaf,human_hands_apparel,SRC-02,Google Open Images V7,bb0d3ad5301681011f6c1b47163bb81ebd641b4c489a5f91d72026ad01080edd,https://openimages.github.io/v7/validation/SRC-02_human_hands_apparel_bb0d3ad53016.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,2026-09-23,val
D:\CropDiseaseProject\data\non_leaf_negatives\human_hands_apparel\SRC-02_human_hands_apparel_939e3a8ec8b0.jpg,0,non_leaf,human_hands_apparel,SRC-02,Google Open Images V7,939e3a8ec8b003f20a9bc851e517539b848a6b6ec3aaba7f5ba93c3bdd2794eb,https://openimages.github.io/v7/validation/SRC-02_human_hands_apparel_939e3a8ec8b0.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,2026-09-23,train
D:\CropDiseaseProject\data\non_leaf_negatives\agri_tools_equipment\SRC-02_agri_tools_equipment_ea78e30063f1.jpg,0,non_leaf,agri_tools_equipment,SRC-02,Google Open Images V7,6ba7dc9d2886d8736ee20a2531cf47982df048411ab1a39c1548dbf573de4aa7,https://openimages.github.io/v7/validation/SRC-02_agri_tools_equipment_ea78e30063f1.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,2026-09-23,train
D:\CropDiseaseProject\grape_2024\esca\esca246.jpg,1,Grape,leaf,SRC-IN-GRAPE,Internal Grape In-Domain Training Split,a57cf8b55223874a45e8f426a3b2b07e4d388763bf7137ac34e17d62216b37b4,D:\CropDiseaseProject\grape_2024\esca\esca246.jpg,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\tomato_plantvillage\Tomato___Late_blight\cd68ccb3-8745-4307-a7d0-15c6f4aa26f9___GHLB2 Leaf 8891.JPG,1,Tomato,leaf,SRC-IN-TOMATO,Internal Tomato In-Domain Training Split,d6b491e90f38c16e32d17da025057a3f28175d9755c912caa6e891d11794cf3c,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Late_blight\cd68ccb3-8745-4307-a7d0-15c6f4aa26f9___GHLB2 Leaf 8891.JPG,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\data\non_leaf_negatives\soil_ground\SRC-04_soil_ground_0c57768934cb.jpg,0,non_leaf,soil_ground,SRC-04,Kaggle Soil Types,0c57768934cbc4b4453fc06efbef39fa4bf030b003dfbc2dc870c405e4cc0fb6,https://raw.githubusercontent.com/Shushanth101/Soil-Types-Dataset/main/test/Black_soil/0591282773.jpeg,Shushanth (Black Soil),CC0 / Public Domain,https://creativecommons.org/publicdomain/zero/1.0/,2026-09-23,train
D:\CropDiseaseProject\grape_niphad\Healthy Leaves\Healthy Leaves_878.jpg,1,Grape,leaf,SRC-IN-GRAPE,Internal Grape In-Domain Training Split,fcaa07c5ce2ea5cdefdc3c9b86d2d26d812d9e585b7e30dddb35b7f66f878141,D:\CropDiseaseProject\grape_niphad\Healthy Leaves\Healthy Leaves_878.jpg,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\data\non_leaf_negatives\plant_parts_nonleaf\SRC-02_plant_parts_nonleaf_d8f197a1fe0a.jpg,0,non_leaf,plant_parts_nonleaf,SRC-02,Google Open Images V7,d8f197a1fe0a95232bcc2c5012754a643efd423a6a9e6be531e930839b847563,https://openimages.github.io/v7/validation/SRC-02_plant_parts_nonleaf_d8f197a1fe0a.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,2026-09-23,train
D:\CropDiseaseProject\sugarcane_large\Diseases\Brown Spot\image1441.jpg,1,Sugarcane,leaf,SRC-IN-SUGARCANE,Internal Sugarcane In-Domain Training Split,4908c2d782574bf379c45511234278617a670640c91645076e20a71310e0feab,D:\CropDiseaseProject\sugarcane_large\Diseases\Brown Spot\image1441.jpg,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\data\non_leaf_negatives\plant_parts_nonleaf\SRC-05_plant_parts_nonleaf_1a3a6da3eeb1.jpg,0,non_leaf,plant_parts_nonleaf,SRC-05,Fruits-360,1a3a6da3eeb1cf6388f63cdb6434ca25152b181d17058d3655b444922c51f191,https://github.com/Horea94/Fruit-Images-Dataset/tree/master/Test/Grape Pink/327_100.jpg,Horea Muresan & Mihai Oltean (2018),CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,2026-09-23,train
D:\CropDiseaseProject\data\non_leaf_negatives\human_hands_apparel\SRC-02_human_hands_apparel_e2cbc67324dc.jpg,0,non_leaf,human_hands_apparel,SRC-02,Google Open Images V7,e2cbc67324dcd2ba6f7be06ec70aee7a70112df3fa3feed7e0ca37d28df66cb8,https://openimages.github.io/v7/validation/SRC-02_human_hands_apparel_e2cbc67324dc.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,2026-09-23,val
D:\CropDiseaseProject\data\non_leaf_negatives\human_hands_apparel\SRC-02_human_hands_apparel_890797c9115e.jpg,0,non_leaf,human_hands_apparel,SRC-02,Google Open Images V7,890797c9115e04c972823ab0f423cc829157e7da232d167b8667d8cd68c61b3e,https://openimages.github.io/v7/validation/SRC-02_human_hands_apparel_890797c9115e.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,2026-09-23,train
D:\CropDiseaseProject\data\non_leaf_negatives\human_hands_apparel\SRC-02_human_hands_apparel_d7bb56630c48.jpg,0,non_leaf,human_hands_apparel,SRC-02,Google Open Images V7,d7bb56630c488e3d624de57971ae8f56ea9bdea937e8f246a5077f390cc93098,https://openimages.github.io/v7/validation/SRC-02_human_hands_apparel_d7bb56630c48.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,2026-09-23,val
D:\CropDiseaseProject\sugarcane_large\Healthy Leaves\image054.jpg,1,Sugarcane,leaf,SRC-IN-SUGARCANE,Internal Sugarcane In-Domain Training Split,d9ef8840fdea42c0b675387c62fd476a87a4d2d7b44a0c632ef677ed1037f2ee,D:\CropDiseaseProject\sugarcane_large\Healthy Leaves\image054.jpg,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,test
D:\CropDiseaseProject\grape_2024\Black rot\black rot077.jpg,1,Grape,leaf,SRC-IN-GRAPE,Internal Grape In-Domain Training Split,985ad2933abc965b53600954d1ba36123b0c6f4d20fb68374d11ada6221b396a,D:\CropDiseaseProject\grape_2024\Black rot\black rot077.jpg,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\data\non_leaf_negatives\human_hands_apparel\SRC-02_human_hands_apparel_32f4d4ea107d.jpg,0,non_leaf,human_hands_apparel,SRC-02,Google Open Images V7,32f4d4ea107d9e9479e511e3f7b32953abb2b4f8a392a530e1d30ae82da01cb8,https://openimages.github.io/v7/validation/SRC-02_human_hands_apparel_32f4d4ea107d.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,2026-09-23,train
D:\CropDiseaseProject\data\non_leaf_negatives\soil_ground\SRC-04_soil_ground_21cc1e6f977c.jpg,0,non_leaf,soil_ground,SRC-04,Kaggle Soil Types,21cc1e6f977c4446128f5eaa56f6482a0fd1acb7d22f306ff5b6d91afbc37efd,https://raw.githubusercontent.com/Shushanth101/Soil-Types-Dataset/main/train/Red_soil/0110487323.jpeg,Shushanth (Red Soil),CC0 / Public Domain,https://creativecommons.org/publicdomain/zero/1.0/,2026-09-23,train
D:\CropDiseaseProject\tomato_plantvillage\Tomato___Bacterial_spot\2279def6-9a9e-43cd-8f35-9111fa81ab13___GCREC_Bact.Sp 5952.JPG,1,Tomato,leaf,SRC-IN-TOMATO,Internal Tomato In-Domain Training Split,19f58d66befdb8fe94164e5d4bf46a5dba772f12d3960047a3c517dc5a5324de,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Bacterial_spot\2279def6-9a9e-43cd-8f35-9111fa81ab13___GCREC_Bact.Sp 5952.JPG,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\data\non_leaf_negatives\soil_ground\SRC-04_soil_ground_1691e7e637d1.jpg,0,non_leaf,soil_ground,SRC-04,Kaggle Soil Types,1691e7e637d16b3e54bf4a03438602977cb3fcf89c1dc7df892903e300500fd0,https://raw.githubusercontent.com/Shushanth101/Soil-Types-Dataset/main/test/Clay_soil/9913247838.jpeg,Shushanth (Clay Soil),CC0 / Public Domain,https://creativecommons.org/publicdomain/zero/1.0/,2026-09-23,train
D:\CropDiseaseProject\data\non_leaf_negatives\human_hands_apparel\SRC-02_human_hands_apparel_e25e9c6cd3ca.jpg,0,non_leaf,human_hands_apparel,SRC-02,Google Open Images V7,e25e9c6cd3ca26c3cabcc7cc6b25db7f8e839c475ebe0d0acdae38ef77b93cb0,https://openimages.github.io/v7/validation/SRC-02_human_hands_apparel_e25e9c6cd3ca.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,2026-09-23,train
D:\CropDiseaseProject\data\non_leaf_negatives\plant_parts_nonleaf\SRC-05_plant_parts_nonleaf_1bd9952e5a98.jpg,0,non_leaf,plant_parts_nonleaf,SRC-05,Fruits-360,1bd9952e5a984748c858893aac95f6260b3fef837929a62714c1b993ab5eb399,https://github.com/Horea94/Fruit-Images-Dataset/tree/master/Test/Grape White/252_100.jpg,Horea Muresan & Mihai Oltean (2018),CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,2026-09-23,train
D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\31db3c10-db84-4e28-bc62-e929743a331f___UF.GRC_YLCV_Lab 09357.JPG,1,Tomato,leaf,SRC-IN-TOMATO,Internal Tomato In-Domain Training Split,436e9e676b8d086f9cf3798e1aab472f2968d23737f16b9cbd334cb55f1c65ea,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\31db3c10-db84-4e28-bc62-e929743a331f___UF.GRC_YLCV_Lab 09357.JPG,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\data\non_leaf_negatives\soil_ground\SRC-04_soil_ground_b0598c2589b6.jpg,0,non_leaf,soil_ground,SRC-04,Kaggle Soil Types,b0598c2589b6211d2f95639fcda95d0431a69ee8fc6e8f0a97316feba11450b8,https://raw.githubusercontent.com/Shushanth101/Soil-Types-Dataset/main/train/Black_soil/0154805901.jpeg,Shushanth (Black Soil),CC0 / Public Domain,https://creativecommons.org/publicdomain/zero/1.0/,2026-09-23,test
D:\CropDiseaseProject\data\non_leaf_negatives\soil_ground\SRC-04_soil_ground_33d009a555ae.jpg,0,non_leaf,soil_ground,SRC-04,Kaggle Soil Types,33d009a555ae1eb2299b14f5903b7083292f506ad86c0bd248b741f63ac50aa2,https://raw.githubusercontent.com/Shushanth101/Soil-Types-Dataset/main/test/Alluvial_soil/1126151625.jpeg,Shushanth (Alluvial Soil),CC0 / Public Domain,https://creativecommons.org/publicdomain/zero/1.0/,2026-09-23,train
D:\CropDiseaseProject\data\non_leaf_negatives\soil_ground\SRC-04_soil_ground_af161c0935af.jpg,0,non_leaf,soil_ground,SRC-04,Kaggle Soil Types,af161c0935af75c5532e1ffbf67d05ff4bd68af2354a8a6e97b44408475b1ccb,https://raw.githubusercontent.com/Shushanth101/Soil-Types-Dataset/main/train/Clay_soil/2251818736.jpeg,Shushanth (Clay Soil),CC0 / Public Domain,https://creativecommons.org/publicdomain/zero/1.0/,2026-09-23,train
D:\CropDiseaseProject\chilli_cold\nutritional deficiency\IMG_4728.JPG,1,Chilli,leaf,SRC-IN-CHILLI,Internal Chilli In-Domain Training Split,3a7d7b9e5a80b848796a36a9ab65289c2fc867aa18b6a79bcd31d26b2126de2e,D:\CropDiseaseProject\chilli_cold\nutritional deficiency\IMG_4728.JPG,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\sugarcane_large\Healthy Leaves\image102.jpg,1,Sugarcane,leaf,SRC-IN-SUGARCANE,Internal Sugarcane In-Domain Training Split,a808a8adbd4484216cc0a09764c54ad0bf4bb20be4972e4c98c25a5bcde781a9,D:\CropDiseaseProject\sugarcane_large\Healthy Leaves\image102.jpg,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\sugarcane_large\Diseases\Yellow Leaf\Yellow Leaf841.jpg,1,Sugarcane,leaf,SRC-IN-SUGARCANE,Internal Sugarcane In-Domain Training Split,c998754f279ee4d9ad4762492a5a12060f9973501164f33c65dee8484fad2c3c,D:\CropDiseaseProject\sugarcane_large\Diseases\Yellow Leaf\Yellow Leaf841.jpg,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\sugarcane_maharashtra\Healthy\healthy (25).jpeg,1,Sugarcane,leaf,SRC-IN-SUGARCANE,Internal Sugarcane In-Domain Training Split,43c006d0e1e0244cfdaa329d2eaa2884b47ae6ec5f5c4c460f9509d1949d7327,D:\CropDiseaseProject\sugarcane_maharashtra\Healthy\healthy (25).jpeg,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\e16cb7b4-22f0-4093-88ec-6df9e6767ed9___UF.GRC_YLCV_Lab 01670.JPG,1,Tomato,leaf,SRC-IN-TOMATO,Internal Tomato In-Domain Training Split,5d453a95f91c53e2a78e8667ec14be50f1a22eab955d455f68dbaf83f763e45c,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\e16cb7b4-22f0-4093-88ec-6df9e6767ed9___UF.GRC_YLCV_Lab 01670.JPG,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\data\non_leaf_negatives\soil_ground\SRC-04_soil_ground_33e07418b3b9.jpg,0,non_leaf,soil_ground,SRC-04,Kaggle Soil Types,33e07418b3b98088255e8f88c634af76fc5718afff5a7bca90391f005b0e1441,https://raw.githubusercontent.com/Shushanth101/Soil-Types-Dataset/main/test/Alluvial_soil/0934277901.jpeg,Shushanth (Alluvial Soil),CC0 / Public Domain,https://creativecommons.org/publicdomain/zero/1.0/,2026-09-23,train
D:\CropDiseaseProject\data\non_leaf_negatives\human_hands_apparel\SRC-02_human_hands_apparel_864070f07504.jpg,0,non_leaf,human_hands_apparel,SRC-02,Google Open Images V7,864070f07504be8b8bb1ccf33ede265ac1f6f5fc16f2011a739ebe68606cc2b5,https://openimages.github.io/v7/validation/SRC-02_human_hands_apparel_864070f07504.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,2026-09-23,train
D:\CropDiseaseProject\sugarcane_maharashtra\Mosaic\mosaic (291).jpeg,1,Sugarcane,leaf,SRC-IN-SUGARCANE,Internal Sugarcane In-Domain Training Split,986248af610ba28120fd7f2a5dba3ca480b747420ad6c15c2e5a54e8ce7fbd70,D:\CropDiseaseProject\sugarcane_maharashtra\Mosaic\mosaic (291).jpeg,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\data\non_leaf_negatives\buildings_structures\SRC-03_buildings_structures_1b6518855dac.jpg,0,non_leaf,buildings_structures,SRC-03,Wikimedia Commons,1b6518855dac36dcc5616a9634701dc0e4e72739ee16a2b9a3a492f6638fe66c,https://commons.wikimedia.org/wiki/File:The_Italianate_Glasshouse_-_geograph.org.uk_-_5844564.jpg,Mark Percy,CC-BY-SA-2.0,https://creativecommons.org/licenses/by-sa/2.0,2026-09-23,train
D:\CropDiseaseProject\data\non_leaf_negatives\buildings_structures\SRC-02_buildings_structures_f0ffb7970512.jpg,0,non_leaf,buildings_structures,SRC-02,Google Open Images V7,f0ffb7970512392ada7dc0c6abbc2da0881d3af3766f5a28eadade6735f94637,https://openimages.github.io/v7/validation/SRC-02_buildings_structures_f0ffb7970512.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,2026-09-23,train
D:\CropDiseaseProject\data\non_leaf_negatives\human_hands_apparel\SRC-02_human_hands_apparel_063bec341565.jpg,0,non_leaf,human_hands_apparel,SRC-02,Google Open Images V7,063bec341565281aa384afc3324f40af02bd9bf62ca65ae237fb4e19a043abb6,https://openimages.github.io/v7/validation/SRC-02_human_hands_apparel_063bec341565.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,2026-09-23,train
D:\CropDiseaseProject\data\non_leaf_negatives\soil_ground\SRC-04_soil_ground_94cfa05e777d.jpg,0,non_leaf,soil_ground,SRC-04,Kaggle Soil Types,94cfa05e777df1977d9b91bfb53000294fd96d6742b6c265de5d11be3f76d7f2,https://raw.githubusercontent.com/Shushanth101/Soil-Types-Dataset/main/train/Alluvial_soil/0017091521.jpeg,Shushanth (Alluvial Soil),CC0 / Public Domain,https://creativecommons.org/publicdomain/zero/1.0/,2026-09-23,train
D:\CropDiseaseProject\data\non_leaf_negatives\soil_ground\SRC-04_soil_ground_4db2536b5006.jpg,0,non_leaf,soil_ground,SRC-04,Kaggle Soil Types,4db2536b5006f7c5c10fb98970a58304963769d135ea681b32b2cd14cfa7f07a,https://raw.githubusercontent.com/Shushanth101/Soil-Types-Dataset/main/train/Clay_soil/3656776086.jpeg,Shushanth (Clay Soil),CC0 / Public Domain,https://creativecommons.org/publicdomain/zero/1.0/,2026-09-23,train
D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\7b6bf768-f65c-416d-bcb7-4ef68285fc79___UF.GRC_YLCV_Lab 02679.JPG,1,Tomato,leaf,SRC-IN-TOMATO,Internal Tomato In-Domain Training Split,38a60fae9c81d256ae96fa8f2488c9440abe112f35b701a0b383936c93c5530a,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\7b6bf768-f65c-416d-bcb7-4ef68285fc79___UF.GRC_YLCV_Lab 02679.JPG,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\data\non_leaf_negatives\plant_parts_nonleaf\SRC-05_plant_parts_nonleaf_ab0f766ad980.jpg,0,non_leaf,plant_parts_nonleaf,SRC-05,Fruits-360,ab0f766ad980cd046fab9ba8f2054f2fb6787d320ac5d7747d63a2e6aaf1e296,https://github.com/Horea94/Fruit-Images-Dataset/tree/master/Test/Grape Pink/40_100.jpg,Horea Muresan & Mihai Oltean (2018),CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,2026-09-23,train
D:\CropDiseaseProject\data\non_leaf_negatives\agri_tools_equipment\SRC-02_agri_tools_equipment_d7d1491c3b74.jpg,0,non_leaf,agri_tools_equipment,SRC-02,Google Open Images V7,e157882d58ed0db019e8c53472de49684678a6a99d63786a914fbf1c81c0a5f1,https://openimages.github.io/v7/validation/SRC-02_agri_tools_equipment_d7d1491c3b74.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,2026-09-23,train
D:\CropDiseaseProject\data\non_leaf_negatives\buildings_structures\SRC-02_buildings_structures_61b80f8ec9ce.jpg,0,non_leaf,buildings_structures,SRC-02,Google Open Images V7,61b80f8ec9cef01f7bc324ce2ab90808e9a69202d86e982c74e439d9d910d280,https://openimages.github.io/v7/validation/SRC-02_buildings_structures_61b80f8ec9ce.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,2026-09-23,train
D:\CropDiseaseProject\grape_2024\leaf blight\leaf blight228.jpg,1,Grape,leaf,SRC-IN-GRAPE,Internal Grape In-Domain Training Split,2e904cf5ba21acb13457bc0da2f65cbd8b4f651068bd7b69f0a25669d1b96219,D:\CropDiseaseProject\grape_2024\leaf blight\leaf blight228.jpg,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\data\non_leaf_negatives\buildings_structures\SRC-02_buildings_structures_2282ae25004b.jpg,0,non_leaf,buildings_structures,SRC-02,Google Open Images V7,2282ae25004be69df79e7fa172df8045806934e99996352ba636e91c1c126467,https://openimages.github.io/v7/validation/SRC-02_buildings_structures_2282ae25004b.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,2026-09-23,train
D:\CropDiseaseProject\data\non_leaf_negatives\plant_parts_nonleaf\SRC-05_plant_parts_nonleaf_94dd45514f64.jpg,0,non_leaf,plant_parts_nonleaf,SRC-05,Fruits-360,94dd45514f64ccc237a104ad4ed0a7e970495f1e8950304a9f7ee8919532a343,https://github.com/Horea94/Fruit-Images-Dataset/tree/master/Test/Pepper Green/110_100.jpg,Horea Muresan & Mihai Oltean (2018),CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,2026-09-23,val
D:\CropDiseaseProject\data\non_leaf_negatives\buildings_structures\SRC-03_buildings_structures_60ceb02bd368.jpg,0,non_leaf,buildings_structures,SRC-03,Wikimedia Commons,60ceb02bd368385b75127b9888e552a9417993e5acc3cc4ae349419ab3d6577c,"https://commons.wikimedia.org/wiki/File:Greenhouse-like_gallery,_left_wing_of_the_Royal_Castle,_Laeken,_2026.jpg",DimiTalen,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,2026-09-23,train
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4626.JPG,1,Chilli,leaf,SRC-IN-CHILLI,Internal Chilli In-Domain Training Split,cb2f9fa07e51a4854bc578c174170eb23ecab4c8bc5d0e40f870b997bfb308a2,D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4626.JPG,CropDiseaseProject Corpus,Project Training Split (Internal),N/A,2026-08-21,train
D:\CropDiseaseProject\data\non_leaf_negatives\plant_parts_nonleaf\SRC-02_plant_parts_nonleaf_ee6b6c4d965a.jpg,0,non_leaf,plant_parts_nonleaf,SRC-02,Google Open Images V7,ee6b6c4d965a78f72ec361c860f235c66f5fccbe9769486e3d7e5a264905a6ca,https://openimages.github.io/v7/validation/SRC-02_plant_parts_nonleaf_ee6b6c4d965a.jpg,Google Open Images / Flickr Contributor,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,2026-09-23,train
